,PIDANH4 rpt 1.sp,PIDANH4 rpt 2.sp,PIDANH4 rpt 3.sp,PIDANH4 rpt 4.sp,PIDANH4 rpt 5.sp,PIDANH4 rpt 6.sp,PIDANH4 rpt 7.sp,PIDANH4 rpt 8.sp,PIDANH4 rpt 9.sp,PIDANH4 rpt 10.sp,PIDANH4 rpt 11.sp,PIDANH4 rpt 12.sp,PIDANH4 rpt 13.sp,PIDANH4 rpt 14.sp,PIDANH4 rpt 15.sp,PIDANH4 rpt 16.sp,PIDANH4 rpt 17.sp,PIDANH4 rpt 18.sp,PIDANH4 rpt 19.sp,PIDANH4 rpt 20.sp,PIDANH4 rpt 21.sp,PIDANH4 rpt 22.sp,PIDANH4 rpt 23.sp,PIDANH4 rpt 24.sp,PIDANH4 rpt 25.sp,PIDANH4 rpt 26.sp,PIDANH4 rpt 27.sp,PIDANH4 rpt 28.sp,PIDANH4 rpt 29.sp,PIDANH4 rpt 30.sp,PIDANH4 rpt 31.sp,PIDANH4 rpt 32.sp,PIDANH4 rpt 33.sp,PIDANH4 rpt 34.sp,PIDANH4 rpt 35.sp,PIDANH4 rpt 36.sp,PIDANH4 rpt 37.sp,PIDANH4 rpt 38.sp,PIDANH4 rpt 39.sp,PIDANH4 rpt 40.sp,PIDANH4 rpt 41.sp,PIDANH4 rpt 42.sp,PIDANH4 rpt 43.sp,PIDANH4 rpt 44.sp,PIDANH4 rpt 45.sp,PIDANH4 rpt 46.sp,PIDANH4 rpt 47.sp,PIDANH4 rpt 48.sp,PIDANH4 rpt 49.sp,PIDANH4 rpt 50.sp,PIDANH4 rpt 51.sp,PIDANH4 rpt 52.sp,PIDANH4 rpt 53.sp,PIDANH4 rpt 54.sp,PIDANH4 rpt 55.sp
Time,15:01:19,15:01:26,15:01:33,15:01:40,15:01:47,15:01:54,15:02:01,15:02:08,15:02:15,15:02:22,15:02:29,15:02:36,15:02:43,15:02:50,15:02:57,15:03:04,15:03:11,15:03:18,15:03:25,15:03:33,15:03:40,15:03:47,15:03:54,15:04:01,15:04:08,15:04:15,15:04:22,15:04:29,15:04:36,15:04:43,15:04:50,15:04:57,15:05:04,15:05:12,15:05:19,15:05:26,15:05:33,15:05:40,15:05:48,15:05:55,15:06:02,15:06:09,15:06:16,15:06:23,15:06:30,15:06:37,15:06:44,15:06:52,15:06:59,15:07:06,15:07:13,15:07:20,15:07:28,15:07:35,15:07:42
Raman shift [1/cm],Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity
1078,16.726684,9.3052,14.935,11.416,21.321,21.438,8.0458,4.5303,16.936,9.0643,16.57,13.204,23.243,12.227,9.3004,5.7334,15.084,7.5722,7.2875,9.6463,0.74693,6.207,5.887,5.5866,8.0685,13.12,7.6661,8.3735,1.8503,10.644,9.0697,13.676,7.203,6.3705,11.821,8.7651,4.6139,9.4699,33.273,7.2943,4.0656,13.748,7.7383,11.653,20.096,6.9954,13.409,13.988,11.643,8.2946,23.731,6.9372,21.545,17.028,12.106
1076,19.766334,10.092,12.466,9.8921,17.648,19.236,5.4777,4.9408,20.828,6.7776,17.125,11.618,19.604,13.083,11.257,3.108,14.754,7.2212,5.0924,9.5564,0.77395,5.0731,3.8491,2.4775,4.8282,9.607,9.2287,9.0129,4.7102,9.8556,9.3832,8.8159,7.7064,3.4904,9.5204,7.6337,7.363,8.5728,32.413,6.6824,2.9515,15.702,8.0322,9.3488,16.939,7.7223,14.117,12.428,10.43,8.7883,23.26,5.7925,16.445,10.465,10.628
1074,20.415288,8.1526,10.818,8.9383,16.463,17.261,6.6734,9.3255,23.116,3.8224,15.485,9.6633,14.893,13.173,8.732,3.0513,16.283,8.9834,2.9884,8.4049,1.5018,3.3381,2.5711,3.2797,4.2794,7.4034,8.7573,8.0168,7.5949,5.6073,8.9094,6.2959,6.5208,2.1962,7.6958,6.7532,7.6776,7.833,30.951,6.1634,1.7325,14.26,6.8629,6.0863,12.724,9.7213,13.132,10.435,11.359,10.271,21.299,2.134,13.783,8.0168,10.825
1072,22.214009,9.337,12.827,10.079,13.855,13.518,5.4184,9.5221,22.309,5.4756,14.174,7.3407,10.874,14.301,8.2016,3.65,17.655,8.0243,3.1152,10.399,4.2877,4.9579,2.1797,6.1208,3.2344,5.7771,10.585,8.5995,6.7154,6.4719,8.655,5.7256,6.0459,2.6061,4.9078,8.4478,8.2723,6.1813,30.485,6.1849,4.0784,12.081,8.133,4.2133,8.8438,12.01,14.222,14.411,11.831,10.438,17.663,6.5675,13.319,7.3987,9.1433
1070,26.242403,11.914,8.8252,8.4815,13.107,11.766,5.1814,10.636,20.552,1.5108,8.9154,6.6359,8.1209,12.385,8.3508,7.2652,17.091,3.6618,5.2622,8.9409,5.88,4.3905,0.45623,5.7684,1.9792,5.2992,8.2019,7.56,8.6832,5.0015,8.3467,2.9757,5.5052,2.6158,3.8476,8.4632,7.0346,6.2807,28.362,4.6978,3.4601,10.748,6.5694,0.29686,9.9833,16.48,12.092,15.044,14.379,10.881,13.502,5.9644,13.914,3.1312,8.0889
1068,23.056073,14.797,9.2384,7.3037,7.7378,10.932,6.8908,10.054,16.908,1.7649,12.558,6.6756,5.2349,11.659,6.8772,7.2229,17.098,0.5623,5.2123,5.0874,5.4645,4.2247,1.6505,8.2782,2.0453,3.9597,8.4319,7.6757,5.0548,2.6255,4.4283,1.7788,4.9058,4.0125,0.9737,6.5399,6.8202,6.7636,27.159,4.5753,-0.83467,9.0338,6.5724,2.5598,11.571,23.194,14.428,14.525,18.033,10.945,11.936,12.269,14.447,7.3022,8.5217
1066,21.875934,20.453,13.285,8.0436,9.4027,11.459,10.573,12.443,15.562,8.3621,15.223,7.694,7.1369,9.5415,7.4817,4.7483,15.747,-0.75738,6.5492,3.1344,6.2766,6.2951,3.1511,9.4401,2.74,3.8321,6.599,10.178,5.9466,4.2671,2.9121,2.41,3.4707,4.176,3.9487,8.4078,4.135,5.6815,28.289,9.2338,2.4232,13.968,11.303,8.946,16.12,30.252,20.202,17.032,26.789,21.011,16.82,18.513,20.308,16.715,16.801
1064,20.103283,27.731,24.836,10.661,11.072,16.293,16.422,18.457,18.152,16.064,18.028,16.82,11.191,18.027,9.5723,10.5,16.823,2.5004,10.802,3.2255,5.2318,11.529,4.9277,8.4245,7.1059,5.229,7.9333,12.649,8.7807,6.0528,3.0665,5.1761,6.067,9.0739,8.711,10.992,4.5082,8.1341,27.613,14.135,9.0546,23.673,23.02,20.557,30.877,42.35,29.894,26.395,38.265,35.133,30.081,36.238,35.925,33.278,29.924
1062,23.354934,34.62,32.026,21.264,19.874,24.75,22.038,24.12,25.35,23.197,27.84,27.509,17.968,25.218,17.465,17.588,18.33,7.2308,13.209,8.1739,8.4275,14.062,9.0905,8.8058,10.255,8.0211,6.0859,13.88,11.98,10.947,7.5217,9.1286,10.217,13.977,8.9959,12.429,5.1813,10.857,27.18,17.013,14.917,34.468,35.25,35.29,44.105,57.955,46.978,43.77,56.827,54.59,44.229,56.253,53.425,51.847,45.074
1060,29.261683,39.202,36.941,29.185,28.053,28.892,30.036,30.165,28.312,29.602,32.161,36.767,25.245,31.692,26.31,22.721,23.181,14.399,19.56,11.599,11.052,19.431,12.343,11.435,13.61,10.203,8.256,13.549,13.056,13.399,8.5985,13.385,14.46,16.924,8.9056,13.006,7.8414,13.461,26.829,21.248,19.678,46.162,47.996,48.134,57.787,67.144,61.726,59.362,69.364,66.489,62.488,74.827,71.636,65.774,59.064
1058,35.50853,43.634,40.255,36.256,30.4,34.638,38.232,38.112,32.239,36.583,39.583,42.595,34.124,41.457,32.192,25.92,30.128,19.501,24.079,12.962,13.93,20.47,16.215,15.373,18.053,13.09,10.904,14.791,15.314,17.529,10.764,16.805,18.47,18.157,10.277,14.954,11.256,15.899,28.841,21.933,26.788,57.165,57.552,63.588,66.458,70.299,72.419,71.735,79.77,80.467,76.071,87.737,88.88,78.289,76.976
1056,37.559899,45.545,42.608,47.026,37.088,35.993,43.136,43.932,38.464,41.68,46.213,45.723,41.918,43.31,41.12,31.299,32.819,27.329,26.67,16.765,18.029,22.379,19.982,16.428,20.117,15.949,12.922,15.981,18.687,17.872,13.272,19.002,21.815,17.294,12.244,16.092,14.723,16.157,28.07,18.635,31.56,62.851,63.746,72.031,70.585,76.861,81.252,83.26,87.981,89.058,84.738,94.78,94.234,82.232,87.069
1054,36.896706,45.975,44.011,51.582,43.532,39.257,47.421,46.007,40.869,47.175,49.238,47.143,43.396,45.037,45.038,35.177,36.646,31.92,26.54,19.933,18.607,25.393,23.265,18.376,21.771,16.339,12.927,14.211,19.436,19.153,13.635,23.21,20.655,14.417,14.453,16.08,12.857,15.286,27.322,14.513,33.356,62.544,63.581,73.419,71.607,76.734,79.759,87.493,92.052,86.874,87.995,90.333,95.143,84.831,93.651
1052,42.188262,47.26,42.618,55.527,44.734,38.788,47.779,44.225,41.122,51.979,49.929,46.397,42.933,43.924,48.388,37.141,38.582,31.776,24.894,24.244,19.681,25.436,25.781,18.103,20.368,17.526,13.574,14.168,16.678,21.269,14.524,26.589,19.425,14.819,14.137,16.874,14.081,17.294,24.276,8.5674,33.824,59.756,60.184,69.943,68.803,75.991,77.977,86.4,92.181,84.382,84.348,86.912,89.998,84.423,91.109
1050,49.690834,51.107,44.254,55.982,48.202,43.169,45.701,43.865,39.905,53.516,50.459,45.376,46.61,39.279,52.245,40.52,40.377,32.544,25.47,25.725,21.668,26.448,27.794,17.027,20.606,20.572,13.257,13.664,18.243,18.233,16.416,30.484,16.59,14.87,16.329,17.693,17.54,19.291,21.269,5.7466,29.361,57.201,54.658,63.937,68.661,70.502,72.224,81.514,87.14,77.701,79.358,75.6,80.108,78.262,85.187
1048,50.679691,55.815,44.653,54.841,47.026,45.992,48.356,43.482,43.995,53.842,54.842,45.679,52.852,37.672,51.453,38.729,44.258,31.734,25.136,27.009,21.74,27.886,26.778,19.75,22.388,22.491,13.68,14.232,17.172,15.268,18.445,30.964,15.33,16.908,16.769,17.693,18.143,22.276,21.279,1.657,24.159,52.836,47.875,62.258,64.971,68.453,65.817,72.521,80.303,68.602,74.662,73.241,70.938,74.6,76.609
1046,59.579407,58.045,47.997,56.285,51.731,51.249,52.357,47.211,51.002,56.294,55.879,47.533,59.366,41.823,55.354,36.019,41.403,29.892,26.742,29.072,22.445,28.665,26.076,21.075,21.525,21.843,12.231,18.535,20.008,14.55,20.168,32.162,14.043,19.371,19.842,19.039,20.441,21.952,23.09,2.1598,21.746,52.002,47.519,58.438,62.329,66.479,64.722,67.217,76.554,67.019,78.155,69.398,63.979,72.943,70.757
1044,69.74057,62.398,60.777,55.271,60.13,56.352,61.859,54.3,62.931,60.533,59.979,57.882,68.908,51.998,56.324,41.105,44.831,34.037,31.405,31.77,23.364,30.864,27.889,22.492,20.706,24.573,15.617,22.844,22.85,16.103,24.412,31.478,16.168,23.481,23.077,20.185,21.796,23.413,27.178,4.6797,22.453,49.183,52.528,55.282,66.414,67.981,68.376,69.2,77.084,69.42,82.496,74.455,68.624,78.457,72.121
1042,87.210854,73.88,71.693,67.012,74.752,68.357,74.145,64.569,77.14,67.397,68.272,72.946,77.67,60.844,61.716,50.178,49.935,41.253,37.371,39.476,34.084,36.539,32.005,23.593,25.984,27.095,19.432,26.77,27.944,22.093,30.545,32.008,18.475,28.57,24.679,23.867,24.748,26.4,29.241,8.0306,26.151,50.935,60.228,61.247,72.948,79.869,80.289,77.295,82.269,77.975,89.439,83.952,78.558,91.88,77.926
1040,103.10481,91.225,90.72,80.571,93.588,82.61,93.232,86.673,91.813,78.802,83.897,91.829,90.747,81.065,70.967,64.321,61.934,53.333,49.059,47.443,45.148,46.089,37.403,32.694,30.947,33.341,26.738,34.451,31.183,29.656,33.315,36.228,25.771,33.191,30.574,28.656,30.557,32.943,37.34,12.683,32.742,56.607,71.311,71.593,83.998,91.769,94.296,86.929,97.472,92.616,109.87,101.76,95.841,105.94,89.488
1038,125.51123,115.05,114.92,103.31,116.02,106.47,117.22,116.08,116.49,101.19,107.08,110.55,109.32,105.72,84.533,86.409,75.559,67.553,64.644,55.093,58.564,55.007,44.144,40.522,41.345,41.701,37.995,42.173,36.344,38.438,41.344,40.15,35.962,39.227,36.779,37.46,39.235,40.808,39.339,13.989,43.614,68.161,87.514,92.926,98.147,104.18,117.52,104.91,115.68,117.48,132.13,121.81,119.28,127.51,111.14
1036,154.54792,146.12,146.23,141.7,145.26,133.37,145.82,148.4,148.27,128.73,139,137.6,131.51,128.87,109.98,114.57,93.085,88.505,79.748,69.179,76.511,67.747,54.657,51.281,50.378,51.796,47.958,51.568,42.528,47.555,49.632,45.697,45.677,44.774,46.745,47.829,47.924,47.991,34.201,14.6,56.247,84.588,107.74,116.77,120.23,128.44,141.89,129.66,144.36,141.28,159.87,148.08,149.53,151.41,136.82
1034,184.24492,178.15,174.06,176.99,173.76,165.02,175.72,183.91,182.9,160.63,169.61,166.97,152.61,151.99,137.8,142.98,113.14,104.54,94.592,81.944,90.261,79.046,63.237,61.311,57.126,60.974,58.072,56.768,49.793,55.993,55.041,55.215,52.533,53.209,55.091,58.039,56.687,56.244,24.3,16.245,68.845,105.57,126.08,139.69,142.87,150.42,165.95,158.61,174.05,167.54,187.38,173.47,175.31,180.11,163.98
1032,214.65142,206.1,198.93,206.28,201.67,192.53,201.85,217.79,212.58,188.02,197.53,195.23,173.14,175.17,164.46,163.17,129.24,119.71,108.5,94.295,102.88,85.498,71.07,69.708,66.938,69.599,67.145,62.692,56.842,62.563,60.778,64.814,60.357,62.236,62.495,66.705,65.401,67.163,12.599,18.074,79.386,130.25,151.38,169.28,169.22,175.29,192.64,190.81,202.81,196.96,209.88,195.56,193.22,205.07,189.68
1030,233.8506,232.41,227.28,231.97,224.12,218.97,220.23,245.12,230.13,215.5,218.91,211.13,191.07,189.92,179.12,179.28,144.45,135.66,120.64,105.05,110.82,94.129,75.207,77.888,77.195,76.774,70.829,67.774,64.442,67.17,64.372,75.24,64.525,69.744,69.979,75.588,73.6,75.267,7.58,20.238,88.412,150.48,172.77,195.14,195.67,195.29,215.02,216.34,223.5,218.07,232.6,216.31,214.02,224.11,212.53
1028,239.72078,239.15,233.72,243.41,230.65,226.11,229.42,250.51,240.93,232.78,228.42,216.59,202.12,198.81,184.66,183.8,151.86,143.99,123.69,109.73,113.61,97.032,76.912,83.924,81.124,78.301,68.335,67.197,69.166,68.388,63.777,79.723,68.893,75.674,71.815,78.435,75.059,77.462,4.3722,17.543,94.218,163.36,179.5,205.35,205.37,204.55,221.56,226.66,228.06,227.53,236.04,220.1,220.97,222.58,220.49
1026,222.74311,221.41,221.84,227.85,217.44,215.11,210.21,232.41,223.85,222.84,211.7,204.34,192.44,191.33,172.6,172.35,139.68,133.64,110.67,102.56,103.96,89.053,72.861,81.526,76.355,72.178,63.678,61.716,67.614,62.458,57.271,76.188,62.869,73.266,65.694,71.428,71.71,70.649,1.6973,15.511,78.594,147.69,163.68,178.64,188.33,182.9,202.87,202.86,202.43,198.26,208.07,185.5,191.14,185.84,188.02
1024,214.1709,207.93,220.12,221.3,208.97,209.04,205.31,222.65,217.15,220.34,199.7,201.91,186.16,188.26,166.42,161.88,137.89,126.05,107.19,98.854,97.049,86.374,73.25,81.204,75.43,68.5,62.78,59.023,69.096,63.687,56.008,72.286,59.319,74.117,65.936,68.436,69.888,68.763,10.35,13.414,76.43,147.2,163.05,183.62,190.6,184.47,201.8,199.55,198.74,200.88,212.12,185.43,200.32,189.55,200.52
1022,259.27321,255.06,257.96,261.34,253.7,251.68,256.87,255.66,255.78,261.43,237.12,242.37,226.68,229.89,203.88,192.17,168.26,147.25,132.45,123.05,120.5,106.44,90.197,94.188,96.137,83.131,79.797,76.721,88.326,82.474,75.315,86.771,74.618,89.576,84.516,83.69,87.124,86.939,35.411,31.6,135.32,224.27,264.55,293.45,316.73,308.68,328.86,322.38,339.12,352.12,359.3,337.18,364.16,356.04,369.98
1020,326.14281,332.59,333.99,338.37,332.68,323.14,332.06,324.65,323.87,331.35,309.92,312.23,296.9,303.34,263.15,251.63,225.17,187.51,172.64,162.01,153.42,137.2,120.58,120.84,126.24,110.29,105.33,107,113.01,108.81,102.21,110.31,104.34,114.14,111.46,105.14,115.07,115.51,65.716,64.955,226.77,350.53,413.31,452.6,497.32,493.81,529.25,527.74,559.97,595,606.29,569.23,608.32,609.71,625
1018,383.03556,393.5,396.11,400.56,394.89,384.78,385.82,377.61,387.72,389.89,363.54,371.37,355.89,358.46,308.19,298.74,267.13,222.89,202.13,191.45,179.86,163.89,143.56,141.9,152.5,130.98,129.4,130.67,133.96,131.32,127.64,129.24,125.64,136.07,131.1,126.12,141.83,137.96,89.849,94.367,307.08,459.19,543.63,589.55,650.87,648.33,706.32,704.29,753.48,799.66,814.69,764.16,816.09,828.47,844.07
1016,417.26667,433.21,427.67,437.43,426.54,415.61,417.87,409.43,425.95,419.51,396.71,406.5,390.3,386.44,337.57,326.95,293.11,243.01,218.73,207.43,195.55,179.29,157.41,152.21,161.85,143.01,139.58,146.13,146.31,140.63,143.39,139.78,133.52,149.17,142.64,139.05,156.06,150.74,103.72,116.63,362.26,530.13,624.71,678.01,754.38,750.2,812.11,824.47,880.22,930.74,951.01,898.71,953.5,975.08,984.44
1014,419.05208,435.69,424.9,438.51,433.53,415.36,420.8,412.71,430.89,420.96,403.36,410.3,395.53,385.52,344.47,331.28,293.21,244.72,221.65,205.77,193.59,178.35,159.7,151.67,158.85,142.2,142.53,148.14,150.59,140.01,145.5,142.74,132.99,152.6,145.4,142.97,158.51,154.95,108.88,128.34,386.04,555.17,655.91,713.52,790.3,791.31,852.47,877.9,924.46,987.68,1003.1,953.47,1006.2,1037.7,1041.9
1012,389.52915,407.36,396.1,400.07,410.7,387.39,388.55,387.99,402.17,390.65,377.21,386.97,373.05,358.21,324.71,306.07,271.17,230.69,208.31,190.36,176.1,165.52,149.11,140.32,148.49,129.01,133.48,140.73,140.18,129.6,134.53,132.99,123.95,145.24,135.47,133.11,145.25,146.63,103.17,126.92,375.26,536.28,633.47,694.48,766.52,765.62,820.47,854.77,893.06,957.16,967.81,925.58,968.47,1003.2,1008.3
1010,325.26718,344.96,338.02,334.81,348.36,332.48,328.03,325.34,336.22,331.63,314.42,327.27,312.99,300.38,269.23,259.04,228.57,199.53,179.29,160.43,143.61,138.98,128.7,117.01,124.33,109.57,110.12,123.46,118.25,108.39,111.44,113.36,103.12,124.25,117.29,116.12,121.32,126.46,90.979,115.42,327.58,466.61,549.98,600.66,667.24,666.95,707.73,741.94,768.19,831.6,836.79,803.01,840.53,865.2,875.57
1008,223.6433,240.26,237.26,228.36,247.49,233.69,229.05,225.79,238.18,236.33,219.59,229.27,221.78,205.19,188.92,183.27,160.14,147.28,125.93,111.56,95.894,96.628,93.909,80.61,83.578,74.295,75.865,87.917,84.738,74.559,74.96,81.331,70.004,89.858,84.258,83.413,83.503,88.883,66.873,86.246,243.74,337.5,396.33,437.64,487.13,484.11,511.81,544.76,551.26,603.77,596.27,580.67,605.76,618.73,631.41
1006,113.36225,133.18,132.28,115.1,138.44,132.79,116.53,125.24,131.43,128.63,118.07,126.88,124.64,111.6,100.51,99.792,89.531,83.007,70.579,60.498,47.567,49.465,57.153,43.582,45.936,40.747,46.221,53.306,50.86,43.482,43.591,49.142,34.423,54.607,50.052,51.503,44.363,52.394,41.551,51.294,143.47,195.21,231.45,251.7,290.28,290.99,301.92,316.11,318.42,351.18,344.12,339.38,351.36,357.68,362.73
1004,77.481913,86.472,92.893,79.591,99.915,100.05,82.585,96.465,98.907,94.674,82.865,90.577,82.285,75.793,75.534,64.37,63.996,56.198,56.924,44.911,29.423,36.075,44.197,31.569,33.45,31.263,32.706,39.583,39.81,37.749,34.393,38.902,22.969,45.147,42.945,40.917,31.365,41.592,37.05,23.139,102.65,156.85,174.5,193.39,225.44,225.81,224.48,243.93,239.34,269.75,261.11,267.36,271.04,272.87,279.98
1002,129.51589,135.78,131.14,127.78,147.08,147.62,135.59,141.57,147.33,142.18,131.34,124.93,124.37,121.1,119.62,103.73,99.974,79.487,88.988,72.626,57.075,57.775,57.283,47.208,50.872,51.226,47.834,52.939,54.976,54.151,54.896,57.734,43.188,56.95,61.192,59.008,50.963,62.266,48.22,29.084,147.58,228.68,258.98,285.45,328.55,336.4,332.76,357.96,367.32,397.78,385.35,396.43,401.56,415.44,412.41
1000,192.35996,196.51,191.08,199.01,205.86,212.52,197.24,203.21,209.78,206.8,190.33,181.34,179.45,180.69,170.9,153.34,146.1,114.71,121.52,106.03,88.921,85.49,79.981,71.87,76.257,75.896,68.195,70.809,76.089,73.999,76.609,79.662,68.166,75.664,83.861,79.088,77.898,84.063,59.195,48.521,207.28,321.52,359.28,393.19,442.92,464.78,465.92,503.68,522.69,555.5,553.09,549.43,553.91,586.27,574.47
998,225.81774,229.54,220.27,238.81,232.98,244.58,228.55,239.42,249.74,241.34,221.13,216.49,211.54,212.43,193.38,177.92,168.25,134.73,137.88,124.37,108.59,104.9,89.592,86.103,89.811,89.196,78.689,79.966,87.944,87.618,91.343,91.864,80.089,86.032,94.536,91.123,93.045,97.195,68.359,57.545,237.96,368.13,420.18,452.38,505.69,528.71,545.3,577.02,613.64,634.34,644.36,629.52,637.26,678.11,663.06
996,237.387,244.32,228.84,252.87,238.32,252.92,239.18,250.73,259.7,247.75,233.11,223.92,222.02,222.54,198.41,189.06,174.58,138.62,139.66,130.76,117.64,111.54,92.95,89.942,91.685,94.019,77.928,82.459,92.068,86.892,93.62,94.986,81.305,88.528,97.372,94.251,97.335,101.09,72.191,63.888,245.03,380.05,431.61,470.66,518.18,546.23,565.03,596.77,632.92,650.41,671.18,655.16,657.62,709.77,684.99
994,228.31692,231.23,210.32,241.52,223.86,238.98,229.01,235.77,240.8,238.14,225.39,216.19,213.27,215.5,186.45,182.14,163.28,133.65,131.95,125.13,115.05,108.19,90.184,87.551,86.906,87.996,75.261,78.149,88.86,80.395,86.005,91.764,79.837,84.763,93.068,90.646,92.963,97.844,69.659,64.848,231.83,355.05,411.59,448.66,488.07,518.24,541.37,566.56,603.82,618.09,638.57,620.66,628.12,679.94,653.99
992,198.65453,197.47,175.79,204.74,188.11,205.34,195.04,200.52,199.23,200.19,190.34,185.53,183.92,188.04,156.6,158.11,138.99,112.9,109.22,106.14,98.471,94.731,78.951,73.313,72.912,74.36,62.844,65.237,73.973,65.949,67.342,77.021,68.042,72.759,76.908,75.219,79.225,84.346,61.589,57.642,197.37,304.23,349.82,383.27,417.69,440.4,465.12,484.87,519.7,522.19,547.21,528.86,535.42,580.49,563.61
990,143.06704,139.53,123.2,144.77,131.61,149.77,140.44,137.13,133.53,140.3,133.46,131.5,135.64,136.65,107.38,115.28,102.46,81.672,76.096,76.207,73.002,69.517,60.266,51.191,50.075,54.22,44.892,47.672,52.394,46.051,44.645,55.355,48.03,50.068,55.99,54.517,57.461,62.028,53.714,47.668,142.44,220.43,251.44,278.83,299.18,318.39,338.55,349.96,376.03,376.7,395.76,377.74,386.7,418.3,415.33
988,71.227325,73.844,55.708,70.565,60.721,76.035,71.073,66.657,61.255,65.638,66.902,62.045,76.501,71.554,49.739,58.054,58.788,42.992,34.443,40.675,39.249,37.925,34.407,25.386,24.954,28.524,22.683,24.219,27.121,22.944,18.161,29.144,22.316,26.965,28.535,30.498,31.715,35.066,40.44,29.327,77.382,114.28,130.47,155.04,155.76,169.08,187.18,188.27,203.24,196.94,210.37,204.06,205.76,224.35,230.81
986,19.007849,21.154,11.181,13.968,12.374,19.968,18.507,14.394,9.9048,11.628,18.84,16.176,29.435,23.919,6.8254,17.629,28.049,14.173,6.3453,13.845,16.024,13.255,15.152,8.4576,9.8677,12.954,7.3237,8.8598,8.5229,9.1368,3.8286,14.076,5.8763,12.141,11.275,14.781,10.007,15.022,29.451,14.034,28.977,42.055,47.813,56.122,48.954,65.878,73.209,67.163,77.969,69.076,77.062,76.203,76.365,84.248,95.383
984,7.6744743,1.5601,0.7792,2.8385,6.4974,6.8169,2.1418,1.8234,-1.2363,-1.5921,7.3599,5.9244,14.984,5.1905,1.6137,8.8326,17.776,7.9363,-0.4286,8.9497,7.4139,7.3282,8.9392,5.4721,5.286,10.03,0.55733,3.2338,3.7674,8.9742,0.62372,10.733,0.97012,10.551,5.612,8.534,2.9181,10.948,29.663,6.3144,14.448,29.666,26.308,33.609,25.605,34.652,39.258,45.334,46.764,39.58,43.547,44.344,43.987,41.945,59.553
982,11.197742,4.5557,9.9047,8.0149,13.168,10.901,7.9998,2.6697,5.8506,2.773,8.0065,9.1052,18.24,9.1726,8.1186,17.228,18.115,9.741,3.9279,10.289,10.258,6.3549,6.5118,7.363,6.4453,9.7347,2.9893,5.2778,5.9865,9.8318,4.5722,11.854,4.8619,11.014,7.2851,11.826,5.4331,12.72,33.168,8.7589,16.442,33.256,29.646,38.491,29.489,42.737,42.419,49.832,52.659,47.805,49.547,44.885,50.942,49.768,58.501
980,11.307873,3.804,8.071,6.6812,13.409,14.125,8.5723,5.684,9.8456,8.4185,5.2573,13.617,14.898,6.2698,11.153,16.959,13.721,12.238,3.9324,8.2583,10.174,5.5018,6.4718,10.505,8.8851,10.613,5.3852,4.7716,7.0885,11.726,7.2869,11.442,7.698,11.261,7.8842,11.405,8.6159,9.8996,34.085,10.772,18.443,33.341,31.537,35.585,28.795,44.057,35.973,48.487,52.783,48.111,48.711,43.621,48.602,47.877,55.248
978,5.3887223,4.5407,7.6336,9.9812,14.464,10.185,8.197,6.5219,10.074,10.772,6.0983,14.014,13.373,3.9991,10.45,12.82,11.213,11.344,6.7579,7.9698,11.534,6.1795,6.7706,12.066,12.699,9.7186,6.6266,5.0069,7.3506,11.789,8.8387,9.424,9.2065,9.4104,7.0828,10.86,6.5526,8.9358,33.5,10.672,15.771,29.259,32.577,35.002,25.66,38.887,32.696,37.969,45.101,40.54,43.801,38.272,49.613,41.999,46.246
976,3.8376549,7.6071,11.932,11.619,15.036,12.814,10.58,7.8675,9.238,12.348,8.534,10.083,6.1995,3.3043,9.1486,12.805,7.4233,11.913,8.7512,9.4827,12.069,3.9907,7.3822,12.746,15.278,9.6555,5.0168,6.0611,8.0455,10.876,6.897,6.8207,10.471,8.7121,7.1807,13.028,8.1423,7.6247,26.767,12.737,16.364,26.287,27.86,33.074,23.787,34.459,28.573,31.362,36.165,34.456,36.338,36.526,46.99,41.59,36.281
974,5.5806841,7.5261,7.7243,14.479,10.661,11.746,13.164,11.346,9.1283,15.438,11.186,13.15,3.9404,6.3926,7.2624,13.661,4.8396,10.56,10.498,7.5346,8.567,3.9508,8.1934,10.62,15.964,7.5117,5.7836,4.9557,7.3457,9.9022,5.8038,3.3705,11.13,7.7041,7.8648,13.236,8.9842,6.3476,15.662,11.021,16.652,21.91,27.107,28.204,25.121,27.892,30.982,31.508,34.37,31.729,30.535,31.89,45.675,40.31,31.631
